class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,index,name
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses,4823,Wallace Christman
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4824,Bessie Tindall
Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4825,Alton Lasiter
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Wood,4826,Phillip Gorton
Poisonous,Bell,Fibrous,Yellow,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Silky,Scaly,White,Brown,Partial,White,One,Evanescent,White,Several,Wood,4827,John Kozma
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood,4828,Mae Quinn
Poisonous,Convex,Smooth,Green,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,4829,Mary Garrison
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Wood,4830,Robert Garcia
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4831,Robin Roberts
Edible,Knobbed,Scaly,Red,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4832,Thaddeus Roberts
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4833,Jerri Raphael
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4834,Robert Bibee
Edible,Knobbed,Scaly,Brown,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Fibrous,Smooth,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves,4835,Jason Dover
Poisonous,Convex,Smooth,White,No Bruises,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood,4836,Antonio Snyder
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses,4837,Vena Reyes
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4838,Helen Wilkins
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4839,Joyce Cegielski
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4840,Annie Russell
Poisonous,Bell,Smooth,Buff,Bruises,None,Free,Close,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,Green,Several,Grasses,4841,John Ruiz
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses,4842,Kimberly Cherry
Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood,4843,Hans Robinson
Poisonous,Bell,Smooth,White,Bruises,None,Free,Close,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,Green,Several,Meadows,4844,Sabrina Williamson
Edible,Flat,Scaly,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4845,Nicholas Carl
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses,4846,Freda Jimenez
Edible,Knobbed,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4847,John Tucker
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4848,Mary Poulos
Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban,4849,Byron Jahn
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood,4850,Clara Greenwood
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Wood,4851,Laura Pigford
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4852,Helen Janssen
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4853,Rick Vargas
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4854,Joyce Mckenny
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4855,Ruby Locke
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4856,Howard Hopkins
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4857,Chase Lovan
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4858,Betty Falkowski
Edible,Knobbed,Smooth,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4859,Cindy Newman
Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4860,Rachael Moralis
Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4861,Rose Cottingham
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4862,Margaret Riddell
Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Wood,4863,Charles Proulx
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4864,Rebecca Carey
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4865,Shelly Orr
Poisonous,Convex,Smooth,Green,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses,4866,Opal Cain
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4867,Teresa Fernandez
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,4868,William Grilli
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,4869,Christine Minnick
Poisonous,Convex,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,4870,Jimmie Arbizo
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4871,Virgil Ware
Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4872,Lucien Nath
Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Wood,4873,Raymond Barton
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4874,Jerry Miles
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4875,Rufus Whitenton
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4876,Sarah Ventura
Edible,Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Wood,4877,Shakia Bostic
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4878,Annie Cavaretta
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4879,Nora Janssen
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4880,Larry Duncan
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,4881,Roger Carpenter
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4882,Tamra Adams
Poisonous,Bell,Scaly,White,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,Green,Several,Meadows,4883,Ruth Lee
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4884,Vivian Belkowski
Poisonous,Convex,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood,4885,Jerry Burgess
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4886,Carole Bustios
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4887,Richard Bonaccorsi
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4888,Paula Steffenhagen
Edible,Flat,Scaly,Pink,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4889,Nadia Byrd
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses,4890,Lois Quintero
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4891,Buster Pickett
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4892,Tammy Lovell
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,4893,Shirley Weldon
Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,4894,Nancy Bussey
Poisonous,Convex,Fibrous,Green,No Bruises,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Wood,4895,Keith Davis
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4896,Jack Laliberte
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4897,Hyman Baker
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4898,Marcia Situ
Edible,Convex,Scaly,Green,No Bruises,None,Free,Close,Narrow,Pink,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Wood,4899,Deborah Pullins
Edible,Flat,Scaly,White,No Bruises,None,Free,Close,Narrow,Chocolate,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Several,Wood,4900,Jerry Jordan
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4901,Melissa Cox
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4902,Sally Abreu
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4903,Ann Campbell
Poisonous,Convex,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,4904,Charles Turner
Poisonous,Convex,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,4905,Jennifer Wake
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,4906,Angie Sefcovic
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4907,Jessica Henry
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4908,Pamela Ricketts
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4909,Nelda Mulrooney
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Wood,4910,Melvin Mcgown
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4911,Helen Barnhill
Edible,Flat,Smooth,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4912,Fred Campbell
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4913,Shelia Ohaver
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4914,Margaret Haynes
Poisonous,Flat,Smooth,Green,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses,4915,Anna Pierce
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,4916,Marcella Ramirez
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4917,Stephanie Munoz
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4918,Michael Walters
Poisonous,Convex,Smooth,Green,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban,4919,Daphne Carmon
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4920,John Montano
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4921,Pedro Galindo
Poisonous,Convex,Smooth,White,No Bruises,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Wood,4922,Gregory Wood
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4923,Henry Andersen
Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Wood,4924,Donald Wright
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,4925,Eric Ethridge
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4926,Martina Ozuna
Edible,Knobbed,Smooth,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4927,Angel Luthy
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,4928,Barbara Gaines
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Wood,4929,Lauren Weaver
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4930,Cynthia Browning
Edible,Convex,Fibrous,Brown,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Smooth,Fibrous,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves,4931,Robert Macleod
Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4932,Thomas Gilman
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4933,Annie Fitzgerald
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4934,Robert Nelson
Poisonous,Flat,Smooth,Green,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses,4935,Aaron Baker
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4936,Gretchen Lorello
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4937,Hazel Hunsaker
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4938,Thomas Bowser
Poisonous,Convex,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,4939,Carole Hicks
Edible,Knobbed,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4940,Darlene Olivo
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4941,Yoshiko Manns
Poisonous,Convex,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4942,Diane Miles
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,4943,Jeffrey Tucker
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Wood,4944,Victoria Obrien
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4945,Anastacia Jones
Edible,Knobbed,Smooth,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4946,Gregory Hung
Poisonous,Flat,Scaly,Brown,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Silky,Scaly,White,Brown,Partial,White,One,Evanescent,White,Several,Wood,4947,Harlan Degeorge
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4948,Ramona Kearney
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4949,Franklin Boger
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4950,Luis Speer
Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban,4951,Dane Bill
Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4952,James Sparano
